name,score,comments,address,description
Hotel Landmark Namba102（难波兰德马克102公寓式酒店）,9.2,11条住客点评,大阪【难波】 – 显示在地图上,Hotel Landmark Namba102公寓式酒店距离大阪（Osaka）的难波城购物中心（Namba CITY shopping mall）不到1.
Seiki n Lica Studio Apartment Osaka（大阪精莉卡一室公寓）,7.7,167条住客点评,大阪【心斋桥】 – 显示在地图上,这间公寓位于大阪（Osaka）的堀江（Horie），配有露台，距离Glico Man Sign有600米。咖啡馆、餐馆和便利店与公寓位于同一栋大楼内。Seiki n Lica Studio...
Ogu's apartment（噩公寓）,9.3,75条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上",这套空调公寓位于大阪（Osaka），距离Shinsaibashisuji购物街和Dotonbori均有10分钟步行路程，距离Kuromon...
HOTEL LANDMARK NAMBA 201,9.7,6条住客点评,大阪【难波】 – 显示在地图上,HOTEL LANDMARK NAMBA 201公寓位于大阪（Osaka），距离难波城购物中心（Namba CITY shopping mall）1.4公里，距离通天阁（Tsutenkaku）1.
HOTEL LANDMARK NAMBA501（地标难波501公寓式酒店）,,,大阪【难波】 – 显示在地图上,HOTEL LANDMARK NAMBA501公寓式酒店位于大阪（Osaka），享有市景，提供免费WiFi。 住宿提供平板电视、私人浴室、带微波炉的设备齐全的厨房、冰箱以及水壶。...
HOTEL LANDMARK NAMBA 301,9.9,6条住客点评,大阪【难波】 – 显示在地图上,HOTEL LANDMARK NAMBA 301公寓式酒店位于大阪（Osaka），提供带免费WiFi的公寓。 公寓配有平板电视、带浴缸、坐浴盆和吹风机的私人浴室、带微波炉和冰箱的厨房以及炉灶和水壶。...
AR Shinsaibashi Apartment,,,"中央区, 大阪【心斋桥】 – 显示在地图上",AR Shinsaibashi Apartment is located in Osaka.
Le Clos,,,"中央区, 大阪【心斋桥】 – 显示在地图上","Set in Osaka in the Osaka Prefecture region, with Glico Man Sign and Namba CITY shopping mall..."
AR Kuromon Apartment,,,"中央区, 大阪【南部地区】 – 显示在地图上",Situated within 1.2 km of Namba CITY shopping mall and 1.
#13 Amenity 402,,,"中央区, 大阪【南部地区】 – 显示在地图上","In the Chuo Ward district of Osaka, close to Glico Man Sign, ＃13 アメニティ402 features free WiFi and a..."
Kumamon House,8.6,13条住客点评,大阪【难波】 – 显示在地图上,"Located in Osaka, 1.1 km from Glico Man Sign and 1."
IP City Hotel Osaka,,,"中央区, 大阪【心斋桥】 – 显示在地图上","Offering free WiFi, IP City Hotel Osaka is situated in Osaka, within 1.2 km of Glico Man Sign."
Chuan house Shinsaibashi (Gracia Hotel),,,"中央区, 大阪【心斋桥】 – 显示在地图上","Set 1.1 km from Glico Man Sign, 1.7 km from Namba CITY shopping mall and 2."
MINAMIYA,,,大阪【难波】 – 显示在地图上,"Complete with a terrace, MINAMIYA is situated in Osaka, 1.3 km from Namba CITY shopping mall and 1."
Bijou Suites Bldk,8.6,21条住客点评,大阪【南部地区】 – 显示在地图上,Bijou Suites Bldk公寓位于大阪，距离难波城购物中心不到1.
Hotel WBF Namba Kuromon,,,"中央区, 大阪【南部地区】 – 显示在地图上",Hotel WBF Namba Kuromon酒店位于大阪（Osaka），提供带免费WiFi的住宿，距离难波城（Namba CITY）购物中心1.
Chateau Dotonbori,,,"中央区, 大阪【南部地区】 – 显示在地图上","Chateau Dotonbori is a property with a terrace set in Osaka, within just 1."
KUROMON Apartment,,,"中央区, 大阪【南部地区】 – 显示在地图上",KUROMON Apartment is located in Osaka. This property is 1.
Shinsaibashi House 15,,,"中央区, 大阪【心斋桥】 – 显示在地图上","Situated 1.5 km from Glico Man Sign, 2.1 km from Namba CITY shopping mall and 2."
OSAKA BAYSTAGE,,,"中央区, 大阪【道顿堀】 – 显示在地图上","Featuring air-conditioned accommodation with a balcony, OSAKA BAYSTAGE is situated in Osaka."
Dormy Inn Premium Namba ANNEX Natural Hot Spring（多美迎PREMIUM难波ANNEX酒店）,8.6,5条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上",Dormy Inn Premium Namba ANNEX Natural Hot Spring酒店位于大阪府地区的大阪，距离Glico Man Sign广告牌有1.
EARTHMANS Amemura,8.4,14条住客点评,"中央区, 大阪【心斋桥】 – 显示在地图上",EARTHMANS Amemura公寓式酒店位于大阪（Osaka），距离格力高人像标志（Glico Man Sign） 600米，提供露台以及带免费WiFi的客房和公寓。...
White Hostel Shinsaibashi（心斋桥白色旅舍）,8.9,184条住客点评,"中央区, 大阪【心斋桥】 – 显示在地图上",White Hostel Shinsaibashi旅舍位于大阪（Osaka），提供免费WiFi和露台，距离格力高人像标志（Glico Man Sign）不到1公里，距离难波城（Namba...
Azu Garden Nippombashi,6.5,13条住客点评,"中央区, 大阪【道顿堀】 – 显示在地图上",Azu Garden Nippombashi酒店位于大阪府（Osaka Prefecture）地区的大阪市，距离格力高广告牌（Glico Man Sign）800米，距离难波城（Namba...
Amore Matsuyamachi apartment（爱茉莉松屋公寓）,8.2,47条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上",Amore Matsuyamachi公寓位于大阪（Osaka），享有城市景观，距离Glico Man Sign有1.4公里，距离难波城（Namba CITY）购物中心1.
Hotel Yuki Nipponbashi（日本桥友希公寓）,7.3,95条住客点评,大阪【南部地区】 – 显示在地图上,Hotel Yuki Nipponbashi公寓位于大阪（Osaka），距离难波城购物中心（Namba CITY）500米，距离格力高人标志（Glico Man Sign）900米，提供免费WiFi。...
Capsule Hotel Astil Dotonbori（阿斯蒂尔道顿堀胶囊旅馆）,9.0,"3,561条住客点评","中央区, 大阪【道顿堀】 – 显示在地图上",Capsul Hotel Astil Dotonbori胶囊旅馆距离难波站（Namba Station）和大阪难波站（Osaka-Namba...
Arrow Hotel（阿罗酒店）,7.6,83条住客点评,"中央区, 大阪【道顿堀】 – 显示在地图上",Arrow Hotel酒店位于大阪，距离Glico Man Sign广告牌不到400米，距离难波城购物中心1公里，提供带免费WiFi的住宿。这家三星级酒店提供24小时服务的前台，拥有一间餐厅...
Usagi House 4F,,,大阪【难波】 – 显示在地图上,"Usagi House 4F is an accommodation located in Osaka, less than 1 km from Namba CITY shopping mall..."
Namba_Dotonbori_DOR0044B,9.1,5条住客点评,"中央区, 大阪【道顿堀】 – 显示在地图上","Well set in Chuo Ward of Osaka, Namba_Dotonbori_DOR0044B features a terrace."
Mr. Dohtonbori Apartment,8.0,14条住客点评,"中央区, 大阪【道顿堀】 – 显示在地图上","Set in Osaka, Mr. Dohtonbori Apartment offers accommodation with free WiFi, within 1 km of Glico Man..."
First Cabin Midosuji Namba（难波御堂筋头等舱旅馆）,8.5,771条住客点评,"中央区, 大阪【难波】 – 显示在地图上",First Cabin Midosuji 酒店提供带26英寸液晶电视、帘门和共用浴室的紧凑型胶囊式客房，可直接连接到Namba Subway Station 地铁的13号出口。酒店设有一个spa...
大阪之家难波心斋桥日本桥4室1厅,,,"中央区, 大阪【南部地区】 – 显示在地图上","大阪之家难波心斋桥日本桥4室1厅 is situated in the Chuo Ward district of Osaka, 2.5 km from Glico Man Sign and 2."
Rakuten STAY HOSTEL Art cafe＆bar OSAKA Shinsaibashi（大阪心斋桥乐天旅舍兼艺术咖啡厅＆酒吧）,8.9,190条住客点评,"中央区, 大阪【心斋桥】 – 显示在地图上",Rakuten STAY HOSTEL Art cafe＆bar OSAKA Shinsaibashi旅馆位于大阪，距离Glico Man Sign广告牌不到1.
STAY in the City AMEMURA（STAY in the City AMEMURA ）,8.6,52条住客点评,"中央区, 大阪【心斋桥】 – 显示在地图上",STAY in the City AMEMURA旅馆位于大阪（Osaka）的中央（Chuo Ward）区，距离格力高广告牌（Glico Man Sign）有400米，距离Namba...
Kisho 2nd Floor,9.8,5条住客点评,大阪【南部地区】 – 显示在地图上,"Kisho 2nd Floor enjoys a location in Osaka, just 800 metres from Namba CITY shopping mall and 1."
Weekly Green In Namba（每周绿色难波酒店）,8.2,"1,115条住客点评",大阪【南部地区】 – 显示在地图上,Weekly Green In Namba公寓式酒店位于大阪市（Osaka）中心，距离大国町地铁站（Daikokucho Subway...
Konjaku-So Dotonbori Garden SPA Stay,,,"中央区, 大阪【道顿堀】 – 显示在地图上",Konjaku-So Dotonbori Garden SPA Stay度假屋位于大阪（Osaka），提供花园、露台、免费WiFi、spa浴缸和热水浴池。...
Bancourt Namba（班克难波旅馆）,7.3,16条住客点评,大阪【难波】 – 显示在地图上,"Set in Osaka, 800 metres from Namba CITY shopping mall, Bancourt Namba provides accommodation with..."
Reck Namba Hosting,,,大阪【难波】 – 显示在地图上,"Located in Osaka, 500 metres from Namba CITY shopping mall, Reck Namba Hosting offers accommodation..."
5 min Dotonbori Apartment(0-4),,,"中央区, 大阪【南部地区】 – 显示在地图上","Situated in the Chuo Ward district of Osaka, just less than 1 km from Glico Man Sign, 5 min..."
Bijou Suites KOKORO（百优甜心套房公寓）,9.0,33条住客点评,大阪【难波】 – 显示在地图上,"Bijou Suites KOKORO in Osaka offers accommodation with free WiFi, less than 1 km from Namba CITY..."
Namba Dotombori Cozy apartment（难波道顿堀舒适公寓）,6.8,37条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上",Namba Dotombori Cozy apartment公寓位于大阪（Osaka），靠近格力高人像标志（Glico Man Sign） 和难波城（Namba...
Samty Nipponbashi Apartment（桑迪日本桥公寓）,7.9,39条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上",Samty Nipponbashi Apartment公寓位于大阪（Osaka），距离难波城（Namba CITY）购物中心1.5公里，距离格力高广告牌（Glico Man Sign）1.
Hostel Namba Takumi（难波塔库米旅馆）,8.6,469条住客点评,"中央区, 大阪【难波】 – 显示在地图上",Hostel Namba Takumi旅馆位于大阪的中央区（Chuo Ward），距离难波城购物中心80米，距离Glico Man Sign广告牌有1.3公里，距离通天阁（Tsutenkaku）有2.
Earthmans Dotombori,7.1,19条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上",Earthmans Dotombori酒店位于大阪（Osaka），配有共用休息室和酒吧，距离格力高人形广告牌（Glico Man...
a-STYLE SHINSAIBASHI (Female Only)（a-STYLE心斋桥（女性专用）胶囊旅馆）,8.9,"1,671条住客点评","中央区, 大阪【心斋桥】 – 显示在地图上",a-STYLE SHINSAIBASHI（Female Only）胶囊旅馆位于大阪（Osaka），距离Glico Man Sign广告牌800米，距离心斋桥站（Shinsaibashi...
Osaka Daebakine House（大阪戴巴基尼议院旅馆）,6.9,65条住客点评,"中央区, 大阪【道顿堀】 – 显示在地图上",Osaka Daebakine House酒店位于大阪，距离Glico Man Sign广告牌不到1公里，距离难波城购物中心有18分钟步行路程，提供免费自行车和一间酒吧，享有市景。...
Super Hotel Namba Nipponbashi（难波日本桥超级酒店）,8.9,543条住客点评,"中央区, 大阪【难波】 – 显示在地图上",Super Hotel Namba Nipponbashi经济型酒店距离近铁日本桥站（Kintetsu Nipponbashi...
Le club de plage（俱乐部普拉格旅馆）,7.5,36条住客点评,大阪【难波】 – 显示在地图上,Le club de plage自助式公寓位于大阪（Osaka），靠近难波城购物中心（Namba CITY shopping...
Ryota's Room（松岛亮太公寓）,8.8,8条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上",Ryota's Room公寓位于大阪，距离难波城（Namba CITY）购物中心不到1公里，提供带免费WiFi的空调住宿和露台。...
Hotel Green Hights 202 (0-17),7.3,8条住客点评,"中央区, 大阪【难波】 – 显示在地图上","Hotel Green Hights 202 (0-17) enjoys a location in Osaka, just 700 metres from Namba CITY shopping..."
Sunplaza Shinanouchi126 Hotel Apartment,,,"中央区, 大阪【道顿堀】 – 显示在地图上","Set in the Chuo Ward district of Osaka, just 1."
FORESTAY Shinsaibashi（FORESTAY心斋桥公寓）,9.2,8条住客点评,大阪【南部地区】 – 显示在地图上,FORESTAY Shinsaibashi公寓距离格力高人像标志（Glico Man Sign）700米，提供阳台和免费WiFi。...
Asahi Plaza Shinsaibashi Hotel Apartment,,,"中央区, 大阪【道顿堀】 – 显示在地图上","Asahi Plaza Shinsaibashi Hotel Apartment in Osaka provides accommodation with free WiFi, 500 metres..."
Y's CABIN Osaka Namba（大阪难波智者小屋胶囊旅馆）,8.8,738条住客点评,"中央区, 大阪【难波】 – 显示在地图上",Y's CABIN Osaka Namba胶囊旅馆位于大阪（Osaka）热闹的难波（Namba）地区，距离难波站（Namba...
Apartment VR Namba Kuromon KMR0041,,,"中央区, 大阪【难波】 – 显示在地图上","Located in Osaka, 700 metres from Namba CITY shopping mall, Apartment VR Namba Kuromon KMR0041..."
LUXE Namba East Hotel Apartment,8.2,5条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上","LUXE Namba East Hotel Apartment is situated in Osaka, 1.5 km from Namba CITY shopping mall, 1."
Hostel Rakutsuki（洛月旅馆）,9.2,"1,409条住客点评","中央区, 大阪【南部地区】 – 显示在地图上",Hostel Rakutsuki旅馆位于大阪的难波区，距离日本桥站（Nipponbashi Station）有3分钟的步行路程。Nankai Main Line线的难波站（Namba...
Hotel Green Hights 503 (0-16),,,"中央区, 大阪【难波】 – 显示在地图上","Set in Osaka, 500 metres from Namba CITY shopping mall and 1."
Asuka Hotel Apartment（明日香酒店公寓）,5.8,36条住客点评,"中央区, 大阪【难波】 – 显示在地图上",Asuka Hotel Apartment公寓位于大阪（Osaka），距离Glico Man Sign广告牌400米，距离Namba...
2mins!! to Namba Shinsaibashi WIFI（11ー18),,,"中央区, 大阪【心斋桥】 – 显示在地图上",2mins!! to Namba Shinsaibashi WIFI（11ー18)公寓位于大阪（Osaka），距离格力高广告牌（Glico Man Sign）1.
1min away Namba station + Wi-Fi!!,7.3,5条住客点评,大阪【难波】 – 显示在地图上,"Set 700 metres from Glico Man Sign in Osaka, 1min away Namba station + Wi-Fi!!"
Namba_Namba_NBR0041B,,,大阪【难波】 – 显示在地图上,"Namba_Namba_NBR0041B enjoys a location in Osaka, just 1.1 km from Namba CITY shopping mall and 1."
Candeo Hotels Osaka Namba（大阪难波光芒酒店）,8.2,633条住客点评,"中央区, 大阪【道顿堀】 – 显示在地图上",Candeo Hotels Osaka Namba酒店于2017年7月15日开业，位于大阪，距离格力高广告牌（Glico Man...
nid NAMBA at RIch Heim,9.4,5条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上","Situated in Osaka, nid NAMBA at RIch Heim features city views and free WiFi, 1 km from Glico Man..."
Hotel Ichiei（一荣酒店）,8.4,448条住客点评,大阪【难波】 – 显示在地图上,Hotel Ichiei酒店位于大阪（Osaka）市中心，与御堂筋线（Midosuji...
Capsule&Spa Grand Sauna Shinsaibashi（斋桥格兰德桑拿胶囊旅馆）,8.3,"1,158条住客点评","中央区, 大阪【道顿堀】 – 显示在地图上",Capsule Hotel Grand Sauna Shinsaibashi胶囊旅馆距离难波站有5分钟的步行路程，距离位于御堂筋线（Midosuji...
Hotel Kikuei（凯奇酒店）,6.8,8条住客点评,大阪【难波】 – 显示在地图上,Hotel Kikuei酒店距离难波（Namba）站有5分钟的步行距离，其实惠的客房设有免费有线网络连接。酒店提供投币式洗衣设施和饮料自动售货机。...
Nipponbashi Apartment,7.0,135条住客点评,"中央区, 大阪【道顿堀】 – 显示在地图上",Nipponbashi Apartment公寓位于大阪（Osaka），距离格力高广告牌（Glico Man Sign）有700米，提供免费WiFi。...
Hotel One Love (Adult Only)（一爱情趣酒店（仅限成人））,6.6,141条住客点评,大阪【南部地区】 – 显示在地图上,Hotel One Love (Adult Only)情趣酒店位于大阪（Osaka），提供带空调的客房，距离四天王寺（Shitennoji）1.
Crystal Apartment,6.9,14条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上","Located in Osaka, within 1 km of Glico Man Sign, Crystal Apartment offers accommodation with air..."
LINOWA STAY Namba Higashi（难波东林诺瓦公寓）,,,"中央区, 大阪【南部地区】 – 显示在地图上","LINOWA STAY Namba Higashi offers accommodation in Osaka, 1."
glamlodge（格莱姆拉吉旅馆）,9.4,165条住客点评,大阪【难波】 – 显示在地图上,Glamlodge旅馆位于大阪（Osaka），距离难波城（Namba...
Namba Daikoku Hotel Apartment（难波大国酒店公寓）,,,大阪【南部地区】 – 显示在地图上,"Situated in Osaka, Namba Daikoku Hotel Apartment provides free WiFi, 1.2 km from Tsutenkaku and 1."
Hotel Hu Namba (Adult Only)（胡难波情趣酒店（仅限成人））,6.0,9条住客点评,大阪【难波】 – 显示在地图上,"Hotel Hu Namba (Adult Only) is located in Osaka, in the Shinsaibashi, Namba, Yotsubashi district."
难波樱川,,,"中央区, 大阪【难波】 – 显示在地图上","Complete with a terrace and a bar, 难波樱川 is situated in Osaka, 1.4 km from Glico Man Sign and 1."
Nipponabshi Hotel(206-3）,,,大阪【南部地区】 – 显示在地图上,"Situated in Osaka, 700 metres from Namba CITY shopping mall and 1."
Sakura Apartemnt 0-13（樱花0-13公寓度假屋）,6.5,15条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上","Sakura Apartemnt 0-13 is situated in the Chuo Ward district of Osaka, 1."
Rakuten STAY HOSTEL Art cafe＆Female only / Vacation STAY 1895,8.7,23条住客点评,"中央区, 大阪【心斋桥】 – 显示在地图上",Rakuten STAY HOSTEL Art cafe＆Female only / Vacation STAY 1895酒店位于大阪（Osaka）的中央区（Chuo...
NANBA EAST Desiners Apertment（难波东设计师公寓 ）,9.4,20条住客点评,大阪【南部地区】 – 显示在地图上,NANBA EAST Desiners Apertment公寓位于大阪（Osaka），距离难波城（Namba CITY）购物中心1公里，距离格力高广告牌（Glico Man...
Oasis Daikoku,,,大阪【南部地区】 – 显示在地图上,"Oasis Daikoku, a property with a terrace, is located in Osaka, 1.3 km from Tsutenkaku, 1."
Namba_Dotonbori_DOR0062B,,,"中央区, 大阪【南部地区】 – 显示在地图上",Namba_Dotonbori_DOR0062B is located in Osaka and offers a terrace.
HG Cozy Hotel No.26,7.8,5条住客点评,大阪【南部地区】 – 显示在地图上,"Located 1.4 km from Shitennoji in Osaka, HG Cozy Hotel No."
Beautiful Gran Garden (206-4),,,"中央区, 大阪【心斋桥】 – 显示在地图上",Set 1.7 km from Glico Man Sign and 2.
Onyado Nono Namba Natural Hot Spring（御宿野乃难波天然温泉酒店）,8.8,"1,000条住客点评","中央区, 大阪【南部地区】 – 显示在地图上",Onyado Nono Namba Natural Hot Spring酒店位置便利，方便客人游览热门的景点，包括Dotonbori - 著名的Glico标识和难波城（Nanba...
Sweet Room Nagahoribashi House（长堀桥甜蜜之家公寓）,7.5,14条住客点评,"中央区, 大阪【心斋桥】 – 显示在地图上",Sweet Room Nagahoribashi House公寓位于大阪（Osaka）的中央区（Chuo Ward district），提供免费自行车和免费WiFi，距离格力高广告牌（Glico...
Sakurano Yado,,,大阪【难波】 – 显示在地图上,"Situated less than 1 km from Namba CITY shopping mall, Sakurano Yado is set in Shinsaibashi, Namba,..."
Hotel Soleil Namba(69-12),,,"中央区, 大阪【南部地区】 – 显示在地图上",Hotel Soleil Namba(69-12) is a property set in Osaka near Namba CITY shopping mall.
The Premium Aqua,,,大阪【南部地区】 – 显示在地图上,"The Premium Aqua in Osaka features accommodation with free WiFi, 1.4 km from Tsutenkaku and 1."
Apartment in Osaka 4012,,,大阪【南部地区】 – 显示在地图上,"Apartment in Osaka 4012 offers accommodation in Osaka, less than 1 km from Tsutenkaku and a..."
Fantastic Modern house (0-15),,,"中央区, 大阪【南部地区】 – 显示在地图上","Boasting a terrace, Fantastic Modern house (0-15) is well set in Chuo Ward of Osaka, 1 km from Glico..."
Namba Apartment（难波公寓 ）,7.7,104条住客点评,大阪【难波】 – 显示在地图上,Namba Apartment公寓位于大阪（Osaka），距离难波城（Namba CITY）购物中心400米，距离格力高广告牌（Glico Man Sign）500米，提供免费WiFi。...
Yuki Mansion Gracias Namba South 502（裕贵格拉西亚斯难波南502公寓）,9.0,17条住客点评,大阪【南部地区】 – 显示在地图上,"Situated in the Shinsaibashi, Namba, Yotsubashi district of Osaka, just less than 1 km from..."
Namba Room 202,,,大阪【难波】 – 显示在地图上,"Set less than 1 km from Glico Man Sign, a 12-minute walk from Namba CITY shopping mall and 3 km from..."
Dormy Inn Premium Namba Natural Hot Spring（多美迎PREMIUM难波酒店）,8.3,832条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上",Dormy Inn Premium Namba Natural Hot Spring旅馆距离日本桥火车站（Nihonbashi Train...
Namba_Shimanouchi_SMR0009B,,,"中央区, 大阪【南部地区】 – 显示在地图上","In the Chuo Ward district of Osaka, close to Glico Man Sign, Namba_Shimanouchi_SMR0009B features..."
Sheraton Miyako Hotel Osaka（大阪都喜来登酒店）,8.3,"1,028条住客点评",大阪【南部地区】 – 显示在地图上,Sheraton Miyako Hotel Osaka酒店距离大阪上本町火车站（Osaka Uehonmachi Train...
Business Hotel Nissei（日星商务旅馆）,7.3,"1,037条住客点评","中央区, 大阪【难波】 – 显示在地图上",Business Hotel Nissei酒店距离热闹的道顿堀街（Dotonbori）有7分钟步行路程，距离难波火车站（Namba Train...
HOTEL It's ON（易茨安酒店）,9.1,5条住客点评,"中央区, 大阪【心斋桥】 – 显示在地图上",HOTEL It's ON酒店位于大阪（Osaka），提供空调客房，距离格力高人像标志（Glico Man Sign）1.6公里，距离难波城（Namba CITY）购物中心2.
Namba_Dotonbori_DOR0065B,,,"中央区, 大阪【南部地区】 – 显示在地图上","Namba_Dotonbori_DOR0065B offers accommodation in Osaka, 1.3 km from Namba CITY shopping mall and 1."
Usagi House 15-12,,,大阪【南部地区】 – 显示在地图上,Usagi House 15-12 is located in Osaka and offers a terrace. The air-conditioned accommodation is 1.
Bancourt Namba Ⅱ,,,大阪【难波】 – 显示在地图上,"Located 800 metres from Namba CITY shopping mall and less than 1 km from Glico Man Sign, Bancourt..."
Ekuserento Hotel Apartment,,,"中央区, 大阪【南部地区】 – 显示在地图上","Located in Osaka, Ekuserento Hotel Apartment provides accommodation within 1."
Apartment Namba Daikoku,7.6,30条住客点评,大阪【难波】 – 显示在地图上,Apartment W＆K公寓位于大阪（Osaka）四桥（Yotsubashi）的心斋桥（Shinsaibashi），距离难波城（Namba CITY）购物中心1.
Namba_Dotonbori_DOR0057B,,,"中央区, 大阪【南部地区】 – 显示在地图上","Located 1.3 km from Namba CITY shopping mall in Osaka, Namba_Dotonbori_DOR0057B offers accommodation..."
Dormy Inn Shinsaibashi Hot Spring（多美迎心斋桥酒店）,7.6,814条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上",Dormy Inn Shinsaibashi Hot Spring经济型酒店距离四桥地铁站（Yotsubashi Subway...
Iloha Hostel Namba Shinsaibashi（难波心斋桥ABC旅舍）,9.0,832条住客点评,"中央区, 大阪【心斋桥】 – 显示在地图上",Iloha Hostel Namba Shinsaibashi旅舍于2017年开业，距离心斋桥地铁站（Shinsaibashi Subway...
Hotel Soleil Namba （69-8）,,,"中央区, 大阪【南部地区】 – 显示在地图上","Set 600 metres from Namba CITY shopping mall, Hotel Soleil Namba （69-8） is located in Chuo Ward of..."
Namba_Daikoku_DAR0023B,8.5,5条住客点评,大阪【南部地区】 – 显示在地图上,"Namba_Daikoku_DAR0023B公寓位于大阪（Osaka）的心斋桥、难波和四桥区（Shinsaibashi, Namba, Yotsubashi），距离通天阁（Tsutenkaku）1."
OOKINI HOTELS Ota-Road Apartment,,,大阪【南部地区】 – 显示在地图上,OOKINI HOTELS Ota-Road Apartment公寓位于大阪，距离难波城购物中心（Namba CITY shopping mall）不到500米，距离格力高人形广告牌（Glico...
Apollo Couples Apartment at Namba 2（纳姆巴2号阿波罗情侣公寓）,8.9,82条住客点评,大阪【难波】 – 显示在地图上,Apollo Couples Apartment at Namba 2公寓是一套自助式公寓，地理位置优越，距离Namba Train...
SJ Apartment Shinsaibashi（心斋桥SJ公寓）,7.4,28条住客点评,"中央区, 大阪【心斋桥】 – 显示在地图上",SJ Apartment Shinsaibashi公寓位于大阪，距离格力高曼标志（Glico Man Sign）不到400米，提供带电视和厨房的住宿以及免费WiFi。 客房配有微波炉和水壶。...
OSAKA BLUE HOUSE,,,"中央区, 大阪【南部地区】 – 显示在地图上","Located less than 1 km from Glico Man Sign in Osaka, OSAKA BLUE HOUSE offers accommodation with a..."
New Japan Lady’s Capsule Hotel (Female Only)（新日本女士胶囊酒店（女性专用））,8.9,34条住客点评,"中央区, 大阪【道顿堀】 – 显示在地图上",New Japan Lady’s Capsule Hotel (Female Only)胶囊酒店位于大阪（Osaka）的中央区（Chuo...
New Osaka Hotel Shinsaibashi（新大阪心斋桥酒店）,8.3,310条住客点评,"中央区, 大阪【心斋桥】 – 显示在地图上",New Osaka Hotel酒店位于大阪（Osaka）市中心，距离心斋桥站（Shinsaibashi Station）有2分钟步行路程，提供餐厅、酒吧以及带免费无线网络连接的客房。 New...
Namba_Kuromon_KMR0016B,7.5,7条住客点评,大阪【南部地区】 – 显示在地图上,"Featuring a terrace, Namba_Kuromon_KMR0016B is attractively located in Shinsaibashi, Namba,..."
Hotel Green（格林酒店）,7.0,76条住客点评,大阪【南部地区】 – 显示在地图上,Hotel Green酒店位于大阪，坐落在大阪南部天王寺区（Tennoji）的上本町（Uehommachi），距离四天王寺（Shitennoji）约有1.
Karaksa Hotel Osaka Namba（大阪难波卡拉克萨酒店）,8.9,"1,244条住客点评","中央区, 大阪【道顿堀】 – 显示在地图上",Karaksa Hotel Osaka Namba酒店于2017年11月开业，交通便利，距离难波地铁站（Namba Subway Station）有5分钟步行路程，距离JR难波站（JR Namba...
Yuki Mansion Gracias Namba South 503（难波南由纪感谢502公寓）,8.9,9条住客点评,大阪【南部地区】 – 显示在地图上,Yuki Mansion Gracias Namba South 503 is a property set in Osaka near Tsutenkaku.
Namba_Kuromon_KMR0040B,,,"中央区, 大阪【南部地区】 – 显示在地图上","Located 1.2 km from Namba CITY shopping mall, Namba_Kuromon_KMR0040B is set in Chuo Ward of Osaka."
Namba_Namba_NBR0010B,8.3,5条住客点评,大阪【难波】 – 显示在地图上,"Namba_Namba_NBR0010B, a property with a terrace, is situated in Osaka, less than 1 km from Namba..."
Mlilife Shinsaibashi Residence,,,"中央区, 大阪【南部地区】 – 显示在地图上",Mlilife Shinsaibashi Residence公寓式酒店距离大阪（Osaka）的难波城（Namba CITY）购物中心有1.
Yuki Mansion Gracias Namba South 501（裕贵格拉西亚斯难波南501公寓）,7.9,8条住客点评,大阪【南部地区】 – 显示在地图上,Gracias Namba 501公寓位于大阪（Osaka），距离大拐町地铁站（Daikokucho Subway...
Business Inn Sennichimae Hotel（千日前商务酒店）,6.9,458条住客点评,"中央区, 大阪【难波】 – 显示在地图上",Business Inn Sennichimae Hotel酒店位于大阪市（Osaka），距离格力高人形招牌（Glico Man Sign）300米，提供免费WiFi。 酒店提供共用休息室。...
IKIDANE HOUSE なんばみなみ,,,大阪【南部地区】 – 显示在地图上,"Set 1.5 km from Tsutenkaku, IKIDANE HOUSE なんばみなみ provides accommodation in Osaka."
Konitel Namba（难波科奈泰尔公寓）,7.1,11条住客点评,大阪【心斋桥】 – 显示在地图上,Konitel Namba公寓距离格力高广告牌（Glico Man Sign）有800米，距离难波城（Namba CITY）购物中心有1.
nid NAMBA Station House,7.7,16条住客点评,大阪【难波】 – 显示在地图上,"Located in Osaka, 800 metres from Namba CITY shopping mall, nid NAMBA Station House features rooms..."
HILLARYS Room（希拉里客房公寓）,6.5,14条住客点评,大阪【南部地区】 – 显示在地图上,HILLARYS Room公寓位于大阪（Osaka）的心斋桥（Shinsaibashi）、难波（Namba）、四桥（Yotsubashi）区，距离Namba...
Hotel Yu-shu（有秋酒店）,8.9,32条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上",Hotel Yu-shu酒店位于大阪（Osaka），提供带空调和私人浴室的客房，距离格力高广告牌（Glico Man Sign）不到1公里，距离难波城购物中心（Namba CITY shopping...
